Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
2,2,2,4,2,4,4,4,5,0,0,Churn
2,2,2,4,4,4,4,4,4,0,0,Not churn
1,2,2,3,1,3,4,5,4,0,0,Churn
3,0,3,1,3,1,5,4,1,35,43,Churn
2,2,4,2,2,2,4,5,1,0,0,Churn
1,4,1,4,5,1,1,1,1,0,0,Churn
2,4,2,2,2,4,3,4,4,172,162,Churn
2,5,2,5,2,5,4,4,5,2,6,Churn
4,4,4,5,5,5,4,5,4,0,0,Not churn
3,1,3,3,3,3,1,2,4,2,0,Churn
3,3,3,5,3,4,4,4,4,0,0,Not churn
2,3,3,2,2,2,1,5,4,21,22,Churn
3,1,3,2,3,2,4,5,2,0,0,Churn
3,5,3,4,3,4,2,5,3,0,0,Churn
2,2,2,5,2,5,5,4,4,18,18,Churn
3,3,3,3,5,4,4,4,4,41,41,Not churn
5,5,5,4,5,4,5,2,5,68,58,Not churn
4,4,4,5,5,5,5,4,5,43,42,Not churn
4,5,5,4,4,4,4,4,3,0,6,Churn
2,2,2,1,4,4,4,2,4,4,13,Churn
1,1,1,5,5,4,4,4,4,0,0,Not churn
3,5,3,5,3,5,3,3,5,0,0,Churn
2,4,1,2,1,2,1,5,3,4,0,Churn
2,4,4,2,2,2,1,1,3,16,26,Churn
1,1,1,4,4,4,5,3,4,0,0,Not churn
3,3,1,4,4,5,5,5,5,0,0,Not churn
2,3,3,1,2,2,2,2,2,59,51,Churn
5,5,5,2,4,4,4,4,4,6,9,Not churn
1,5,1,3,1,3,4,5,5,0,0,Churn
2,2,2,2,2,2,3,2,3,9,84,Churn
3,4,3,4,3,4,5,2,4,19,0,Churn
2,1,1,3,3,2,2,2,2,65,77,Churn
3,3,3,1,3,1,4,3,5,0,0,Churn
3,4,3,2,3,2,3,5,4,0,3,Churn
2,5,2,5,3,2,2,2,2,0,0,Churn
4,5,4,3,4,3,4,3,5,5,0,Not churn
4,4,4,2,4,4,4,4,4,15,0,Churn
2,2,2,3,2,5,5,5,5,0,3,Not churn
1,4,4,5,5,2,2,4,2,2,0,Churn
2,2,4,5,5,4,4,5,4,0,0,Not churn
3,3,3,1,2,1,3,5,5,3,9,Not churn
4,4,4,4,4,4,3,5,4,0,0,Churn
3,2,3,1,3,1,2,3,4,28,14,Churn
2,4,2,2,2,2,1,5,2,0,0,Churn
3,3,3,5,4,3,3,3,3,1,0,Churn
4,4,4,4,5,4,4,4,4,6,0,Not churn
0,0,0,4,2,5,5,5,5,0,0,Not churn
3,5,3,3,5,1,1,3,1,9,17,Churn
3,3,3,5,5,4,4,4,4,0,0,Not churn
5,4,4,3,2,5,5,5,5,0,0,Not churn
3,3,3,3,5,5,5,5,5,0,25,Not churn
3,4,4,3,4,3,3,2,5,0,0,Churn
4,4,5,5,4,3,2,4,3,0,13,Not churn
2,4,2,2,2,2,2,3,1,9,1,Churn
3,1,3,3,1,2,5,2,4,2,0,Churn
3,4,3,4,3,4,2,4,5,35,29,Churn
4,5,4,3,5,5,5,5,5,0,0,Not churn
1,1,1,1,1,1,1,2,3,93,87,Churn
3,1,3,3,4,3,3,3,3,50,34,Churn
2,1,1,3,2,2,2,2,2,85,69,Churn
2,5,2,3,2,3,4,2,5,0,0,Churn
1,1,1,5,5,5,4,4,5,0,0,Not churn
2,1,2,3,3,2,2,2,2,5,3,Churn
5,2,2,5,4,5,1,1,4,0,0,Churn
1,1,1,4,5,4,4,5,4,0,0,Not churn
2,4,2,2,2,2,3,2,5,0,0,Churn
2,2,2,2,2,2,4,4,3,12,1,Churn
3,4,4,3,3,3,3,3,3,16,9,Churn
0,4,0,5,4,2,2,2,2,0,0,Not churn
2,4,5,2,2,2,1,3,3,104,108,Churn
1,1,1,2,4,3,3,4,3,0,0,Not churn
4,4,4,1,4,1,4,2,4,0,0,Not churn
3,3,3,4,3,4,5,2,4,1,0,Churn
1,1,1,5,5,5,2,4,5,0,0,Not churn
1,1,1,5,1,4,4,4,4,0,0,Not churn
4,2,2,4,4,4,4,1,2,60,87,Not churn
2,2,2,3,4,4,4,4,4,14,10,Not churn
5,5,5,4,5,2,2,2,2,5,0,Not churn
3,3,2,5,3,3,3,3,3,91,84,Churn
4,3,4,5,4,5,3,2,5,94,79,Not churn
5,5,5,2,5,2,4,4,4,0,0,Not churn
3,3,3,3,4,5,5,5,5,0,33,Not churn
4,4,4,3,2,4,4,4,4,46,51,Not churn
3,2,2,2,2,2,3,2,3,36,37,Churn
3,4,4,2,4,2,3,2,5,0,0,Churn
1,2,2,1,1,1,2,4,3,0,0,Churn
2,1,1,2,2,2,1,3,3,17,9,Churn
4,2,2,3,4,4,4,4,4,0,0,Not churn
2,5,2,5,2,5,2,1,5,0,0,Churn
0,4,0,4,0,4,5,4,5,7,1,Not churn
5,5,5,5,5,5,4,5,5,2,0,Not churn
3,4,4,4,3,3,3,3,3,10,16,Churn
1,1,2,5,4,5,5,5,5,0,3,Not churn
3,5,3,5,3,5,3,2,5,27,33,Churn
2,4,2,4,2,4,5,1,4,0,0,Churn
4,1,1,4,4,4,3,3,3,0,10,Churn
2,2,2,3,4,4,4,4,4,0,0,Not churn
2,2,2,3,4,4,4,4,4,7,5,Not churn
1,5,1,3,5,4,4,1,4,0,0,Churn
3,4,4,2,4,3,3,3,3,0,0,Churn
2,5,0,1,0,1,5,2,4,0,0,Churn
3,4,3,3,3,3,3,5,1,18,12,Churn
0,0,0,5,0,5,4,5,5,0,0,Not churn
4,4,1,5,5,1,1,2,1,3,0,Not churn
2,3,2,5,2,5,1,2,3,3,0,Churn
5,0,5,4,5,4,3,5,5,0,0,Not churn
1,4,0,2,0,2,5,4,4,0,0,Churn
4,1,4,2,4,2,4,4,3,0,0,Not churn
3,4,4,3,3,3,4,5,4,0,13,Churn
0,0,0,1,0,1,1,1,3,0,0,Not churn
5,2,2,1,2,5,5,5,5,0,0,Not churn
2,4,3,3,3,3,1,4,4,0,0,Churn
3,3,3,5,4,4,4,4,4,1,9,Not churn
5,5,5,3,5,4,4,4,4,0,0,Not churn
2,2,2,2,2,2,5,5,5,0,0,Churn
3,2,3,4,3,4,1,1,4,0,0,Churn
5,3,3,5,5,5,2,3,2,0,3,Not churn
4,1,4,4,4,4,4,2,2,25,40,Not churn
3,5,3,3,3,3,2,4,5,2,0,Churn
2,2,3,3,4,5,5,5,5,0,2,Not churn
5,5,5,5,4,4,4,4,4,0,0,Not churn
1,1,2,4,4,4,4,2,4,5,0,Churn
2,1,3,5,4,2,2,2,2,0,0,Churn
3,3,3,5,5,5,4,3,5,30,52,Not churn
2,3,2,5,4,1,1,2,1,0,9,Churn
3,3,3,3,3,3,3,4,4,0,0,Not churn
4,4,4,3,4,3,3,4,3,0,0,Churn
3,4,4,3,5,3,5,1,1,18,28,Not churn
3,5,5,5,4,3,3,3,3,18,11,Churn
2,5,5,5,4,2,2,2,2,0,0,Churn
2,2,2,3,4,2,2,2,2,0,0,Churn
1,5,1,3,5,1,1,1,1,0,0,Churn
1,1,1,4,5,4,4,4,4,1,0,Not churn
4,4,4,5,4,5,2,5,3,0,0,Churn
4,5,4,3,4,3,5,2,5,0,0,Churn
4,2,4,5,4,5,1,2,3,54,48,Churn
3,1,1,3,3,3,2,5,4,0,0,Churn
0,1,0,4,0,4,4,3,4,0,0,Not churn
3,2,2,1,4,3,3,3,3,0,0,Churn
2,4,2,5,5,1,1,2,1,0,4,Churn
3,3,5,3,2,3,3,2,4,6,0,Churn
3,5,3,5,3,5,5,4,4,46,54,Churn
4,4,4,3,4,3,4,3,4,3,21,Not churn
2,2,2,1,2,1,4,2,5,0,0,Churn
4,3,4,1,4,1,2,2,5,0,0,Churn
2,1,2,1,2,1,1,2,4,0,0,Churn
1,5,4,1,1,1,3,2,4,9,0,Churn
4,4,4,5,4,5,1,3,4,59,59,Churn
2,5,2,2,2,4,2,5,5,181,185,Churn
2,2,2,5,3,2,2,2,2,0,0,Churn
2,2,2,1,1,5,5,5,5,0,0,Not churn
3,4,3,5,3,5,1,1,3,0,0,Churn
4,4,4,3,2,4,4,4,4,0,2,Not churn
4,3,1,1,3,4,4,4,4,3,0,Not churn
2,3,3,2,2,2,1,1,3,0,8,Churn
2,5,2,2,5,5,3,1,2,301,304,Churn
4,4,4,4,4,4,5,3,5,0,0,Not churn
4,4,4,2,4,2,5,5,4,0,0,Churn
0,0,0,2,0,2,2,2,1,83,69,Not churn
5,4,5,3,5,3,5,5,4,0,0,Not churn
1,1,1,4,4,5,5,4,5,0,0,Not churn
3,4,3,2,3,2,4,2,4,0,0,Churn
3,4,4,3,3,3,3,2,4,0,0,Churn
5,5,5,2,5,3,3,3,3,0,0,Not churn
3,3,3,4,5,3,3,4,3,0,0,Not churn
1,4,5,3,5,3,2,4,4,11,6,Churn
3,2,2,4,4,3,3,3,3,0,0,Churn
2,2,2,3,2,3,5,3,4,9,0,Churn
5,4,5,2,4,5,5,5,5,0,0,Not churn
2,4,1,1,3,3,3,2,3,40,42,Churn
2,4,2,2,2,2,3,2,5,1,0,Churn
3,3,3,4,5,4,4,5,4,1,15,Not churn
3,3,2,4,5,5,5,5,5,0,0,Not churn
2,5,2,3,2,3,5,2,5,0,0,Churn
2,2,0,5,2,4,4,0,4,0,0,Churn
5,0,5,4,5,4,3,5,4,0,0,Not churn
4,4,4,5,4,5,5,5,5,0,16,Not churn
2,2,2,1,2,1,4,2,3,0,0,Churn
2,2,2,2,4,4,4,4,4,74,65,Not churn
3,3,3,2,3,2,5,3,4,0,0,Churn
5,5,3,5,5,5,5,2,2,4,1,Not churn
2,2,2,5,4,3,3,3,3,26,11,Not churn
2,2,2,4,2,4,4,4,4,0,0,Not churn
4,1,5,4,4,4,4,3,3,0,0,Not churn
2,4,2,1,2,1,1,2,3,1,0,Churn
2,4,2,4,2,4,4,5,1,0,0,Churn
5,3,5,5,5,5,2,3,2,0,0,Not churn
4,5,4,5,4,5,3,2,4,0,0,Churn
4,5,4,3,4,3,2,1,3,0,0,Not churn
5,5,5,3,4,4,4,4,4,0,0,Not churn
3,0,3,5,3,5,3,4,1,0,17,Churn
4,4,4,5,5,5,5,5,5,0,0,Not churn
4,2,2,5,1,5,5,4,5,0,0,Not churn
2,2,2,3,2,3,3,3,5,5,19,Churn
1,2,2,5,4,1,1,1,1,53,62,Churn
4,4,4,3,4,3,3,2,5,0,0,Churn
3,3,3,3,3,3,3,3,3,0,0,Churn
4,3,4,2,4,2,3,4,5,0,0,Churn
5,4,4,5,5,5,4,4,2,40,36,Not churn
5,5,5,2,4,4,4,4,4,0,0,Not churn
2,4,2,2,2,2,5,3,4,0,12,Churn
3,1,3,5,5,4,5,3,3,5,4,Not churn
3,2,2,3,2,3,4,2,4,124,126,Churn
5,4,5,4,5,4,4,3,3,0,0,Not churn
5,0,5,1,5,1,4,2,4,0,0,Not churn
1,1,1,2,5,3,3,4,3,0,0,Not churn
2,1,0,2,0,2,3,1,3,0,19,Churn
2,4,2,4,4,4,4,2,4,31,35,Churn
4,5,5,4,4,4,4,4,4,13,11,Not churn
3,3,3,5,4,4,4,5,4,0,17,Not churn
4,4,4,1,4,1,4,5,4,0,0,Churn
2,4,2,2,2,2,1,1,2,0,0,Churn
1,3,3,1,1,1,1,2,4,42,39,Churn
4,4,4,2,5,4,4,4,4,43,37,Not churn
2,1,1,4,2,2,2,2,2,30,24,Churn
2,4,4,2,2,3,2,2,3,0,0,Churn
5,5,5,4,5,4,3,2,4,36,35,Not churn
3,5,5,1,5,1,4,4,4,86,68,Churn
2,0,2,4,2,4,4,3,4,0,11,Churn
1,1,1,4,1,4,2,2,3,0,0,Churn
5,5,5,2,2,4,4,5,4,0,0,Not churn
4,5,3,4,4,4,4,2,4,0,0,Not churn
3,5,3,1,3,1,5,3,5,4,0,Churn
3,3,3,1,3,1,2,5,3,0,2,Churn
0,5,0,3,5,5,5,5,5,8,5,Not churn
3,4,4,2,3,3,3,3,3,76,64,Churn
4,2,2,4,4,4,5,2,3,0,0,Not churn
2,2,2,3,2,3,2,2,3,0,0,Churn
1,1,1,4,1,4,4,5,4,0,0,Churn
5,5,4,5,5,5,1,1,4,21,9,Not churn
0,4,0,1,1,3,5,3,4,142,148,Not churn
2,0,3,3,3,3,4,3,5,1,0,Churn
4,5,5,4,4,2,2,2,2,20,14,Churn
1,1,1,4,5,5,5,5,5,0,0,Not churn
3,3,3,3,5,4,4,4,4,118,112,Not churn
4,3,3,4,4,4,5,3,5,0,0,Not churn
1,1,1,4,4,5,5,5,5,0,17,Not churn
1,3,4,1,2,4,4,4,4,13,15,Churn
2,0,3,4,3,4,4,2,3,0,0,Churn
3,5,3,3,5,1,1,3,1,0,0,Churn
4,3,3,5,3,5,3,3,3,71,48,Churn
3,3,3,3,5,3,3,4,3,5,0,Not churn
2,2,5,4,4,4,2,2,2,0,12,Not churn
1,3,4,1,1,1,4,4,4,30,28,Churn
2,3,2,3,2,3,3,5,4,32,14,Churn
4,3,4,1,4,1,2,3,5,0,3,Churn
2,2,2,5,5,5,3,5,4,0,5,Not churn
3,5,3,3,3,3,4,3,5,0,13,Churn
1,1,1,3,5,5,5,5,5,0,0,Not churn
1,1,1,4,4,3,3,4,3,0,0,Not churn
3,3,2,3,1,5,5,5,5,5,7,Not churn
4,5,4,4,4,4,5,5,4,0,0,Churn
4,3,3,4,4,4,3,3,2,0,0,Not churn
3,2,4,4,4,4,1,1,3,7,7,Churn
1,5,1,4,1,4,1,4,1,0,0,Churn
1,1,1,3,5,5,5,5,5,2,0,Not churn
2,5,2,4,2,4,4,5,5,0,0,Churn
5,5,5,3,4,5,5,5,5,0,0,Not churn
1,5,1,4,1,4,5,2,4,87,109,Churn
5,5,5,4,4,4,5,5,5,10,0,Not churn
2,2,5,4,4,4,2,5,5,0,0,Not churn
3,4,3,3,5,5,5,3,5,0,0,Churn
5,4,4,5,5,5,3,2,1,9,4,Not churn
4,5,4,2,4,2,2,4,2,0,15,Churn
3,3,3,5,3,5,4,2,3,0,0,Churn
2,2,2,3,4,5,5,5,5,7,12,Not churn
2,4,2,3,2,3,3,3,4,0,2,Churn
3,3,3,5,3,5,2,2,3,0,0,Churn
3,4,3,4,5,5,5,3,5,0,0,Churn
3,1,1,5,4,3,3,3,3,3,0,Churn
3,5,3,4,3,2,2,3,2,14,10,Churn
4,4,4,4,5,4,4,4,4,0,0,Not churn
1,4,1,5,3,3,3,1,3,0,0,Churn
3,4,4,3,3,3,1,1,3,0,2,Churn
2,0,2,2,2,2,5,3,5,0,0,Churn
4,5,4,1,4,1,3,5,5,3,8,Churn
5,5,5,4,5,4,3,3,4,0,0,Not churn
4,4,4,5,4,5,5,3,4,0,0,Not churn
2,4,2,1,2,1,5,3,4,0,0,Churn
4,5,0,4,4,4,4,0,4,0,0,Churn
1,0,2,3,2,3,4,3,4,0,4,Churn
3,4,3,2,3,2,5,5,5,0,0,Churn
2,1,1,3,3,2,2,2,2,9,0,Churn
5,0,4,3,4,3,2,1,1,7,0,Not churn
3,1,1,1,3,3,3,3,3,0,0,Churn
1,3,1,3,1,3,3,4,3,50,21,Churn
1,1,1,4,4,4,2,4,2,0,0,Not churn
3,3,3,1,3,1,1,2,4,77,68,Churn
3,3,3,4,4,3,2,4,4,46,69,Not churn
1,1,1,2,1,5,5,4,5,0,0,Not churn
2,2,2,3,4,4,4,4,4,119,122,Not churn
3,3,3,4,3,1,1,2,1,25,4,Not churn
1,5,1,4,1,4,3,5,5,0,0,Churn
4,4,4,5,4,4,4,4,4,0,0,Churn
3,3,3,4,5,4,5,4,3,0,0,Not churn
3,2,3,1,3,1,4,2,4,0,0,Churn
4,0,4,3,4,3,4,2,5,0,0,Churn
1,5,5,2,5,4,4,5,4,0,0,Churn
1,5,4,1,1,1,4,4,3,16,7,Churn
3,3,3,4,5,5,5,5,5,0,0,Not churn
3,5,3,5,4,1,1,3,1,0,0,Churn
4,4,4,3,4,4,4,4,4,0,0,Not churn
5,5,5,4,4,4,4,5,5,0,0,Not churn
1,1,1,2,4,4,4,4,4,0,0,Not churn
2,5,5,2,2,2,1,3,3,17,6,Churn
1,3,1,4,1,4,4,5,4,0,0,Churn
5,5,5,5,5,5,4,2,4,13,4,Not churn
4,4,4,4,5,4,4,4,5,0,3,Not churn
1,3,1,1,1,1,4,1,5,0,13,Churn
5,5,5,2,4,4,4,4,4,17,18,Not churn
2,2,2,5,5,5,4,3,4,0,12,Not churn
1,1,3,5,5,4,4,4,4,13,9,Not churn
3,4,3,2,3,2,5,5,4,0,3,Churn
1,1,1,3,2,4,4,4,4,0,0,Not churn
1,1,4,4,4,4,5,3,4,0,0,Not churn
2,2,5,4,4,2,2,2,2,0,0,Churn
1,2,1,4,1,4,2,3,3,0,0,Churn
0,4,0,5,0,5,1,3,3,0,0,Not churn
3,5,5,5,5,2,2,5,2,69,82,Churn
5,4,4,1,5,1,5,3,5,0,0,Not churn
0,0,0,5,0,5,4,1,4,0,15,Not churn
3,4,3,4,4,3,3,3,3,0,0,Churn
4,4,4,4,4,5,5,5,5,0,0,Not churn
5,3,3,5,5,5,4,5,3,64,58,Not churn
3,3,3,2,3,2,2,1,3,5,5,Churn
5,5,5,4,5,4,1,3,1,0,0,Not churn
4,3,4,3,4,3,1,4,3,8,2,Churn
4,4,4,3,5,5,5,5,5,0,0,Not churn
4,4,4,2,4,2,3,2,5,0,0,Not churn
4,3,3,4,4,4,5,4,5,0,0,Not churn
1,1,1,5,5,4,4,4,4,1,0,Not churn
3,4,4,3,3,3,4,5,1,24,35,Churn
2,3,3,3,2,3,1,4,3,9,8,Churn
2,2,2,2,5,4,4,4,4,0,0,Not churn
4,4,4,2,4,4,4,4,4,0,1,Churn
5,1,1,5,5,5,2,2,5,0,0,Not churn
3,3,5,4,4,4,2,4,5,0,0,Not churn
2,2,2,4,4,5,5,5,5,0,0,Not churn
1,4,1,2,1,2,3,5,5,5,0,Churn
4,4,4,3,4,5,5,5,5,0,0,Not churn
3,3,3,2,5,5,5,5,5,0,0,Not churn
5,5,5,5,5,5,4,3,5,0,0,Not churn
1,1,2,2,2,2,1,4,3,0,0,Churn
2,4,1,3,1,3,2,4,3,128,130,Churn
2,4,1,4,1,4,4,3,4,0,0,Churn
3,4,3,5,3,5,4,3,4,0,0,Churn
3,5,3,4,3,4,5,3,5,0,0,Churn
4,4,4,5,4,5,5,5,2,0,0,Churn
3,2,2,1,4,3,3,3,3,0,0,Churn
2,2,3,3,4,5,5,5,5,0,0,Not churn
3,4,3,2,5,5,5,3,5,12,6,Churn
3,3,3,4,5,5,5,5,5,0,0,Not churn
2,5,2,5,5,5,1,5,1,4,30,Not churn
1,1,1,4,4,4,4,4,4,17,9,Not churn
3,5,5,3,3,3,2,2,4,40,51,Churn
5,5,5,4,4,4,1,2,4,0,0,Not churn
5,5,5,3,5,5,5,5,5,0,20,Not churn
1,4,1,5,5,3,3,1,3,0,4,Churn
2,3,2,1,3,1,1,2,1,0,0,Churn
5,5,5,5,4,5,5,5,5,0,5,Not churn
5,5,5,4,4,4,4,4,4,0,0,Not churn
5,1,5,4,5,5,5,5,5,0,0,Not churn
1,2,1,4,1,4,4,3,3,73,69,Churn
2,2,2,2,2,2,5,5,1,0,0,Churn
5,4,4,5,5,5,2,4,5,29,34,Not churn
2,3,2,1,2,1,3,2,3,0,0,Churn
5,3,3,5,3,5,5,4,5,0,5,Churn
3,3,3,2,3,2,3,1,4,0,0,Churn
3,5,3,5,5,2,2,3,2,2,0,Churn
1,5,1,2,3,1,1,1,1,0,47,Churn
2,4,2,3,5,2,2,2,2,0,0,Churn
4,4,4,2,4,4,4,4,4,0,0,Not churn
3,5,5,4,5,4,5,4,5,0,0,Churn
4,2,4,4,3,4,5,3,2,15,0,Churn
2,4,4,2,2,2,2,2,4,0,9,Churn
3,5,2,4,2,4,4,2,5,0,0,Churn
2,4,2,3,2,3,4,4,4,7,0,Churn
4,4,4,3,4,3,4,3,4,0,0,Not churn
2,2,2,4,5,4,4,4,4,1,2,Not churn
2,2,2,4,4,4,5,3,2,0,0,Not churn
4,3,3,2,3,2,4,5,4,4,4,Not churn
1,5,2,1,1,2,5,1,1,37,33,Churn
5,4,4,2,5,5,5,5,5,0,5,Not churn
4,5,5,2,5,4,4,4,4,0,0,Not churn
1,1,1,5,5,5,5,5,5,3,0,Not churn
0,0,0,4,5,3,3,3,3,0,0,Not churn
2,4,2,2,4,4,4,5,4,0,1,Not churn
5,2,2,5,5,5,1,1,2,0,0,Not churn
5,5,2,5,5,5,2,5,2,0,0,Not churn
2,5,2,2,4,5,4,3,5,188,183,Churn
1,1,1,4,4,1,1,1,1,6,0,Churn
3,3,3,4,5,5,5,5,5,0,0,Not churn
0,0,0,5,0,5,5,2,4,11,0,Not churn
2,4,2,5,2,5,5,2,4,0,0,Churn
4,4,4,4,4,4,2,2,4,1,0,Churn
1,5,5,3,2,1,1,1,1,0,0,Churn
3,4,4,4,3,4,2,5,4,0,0,Churn
2,4,1,2,1,2,3,5,5,6,17,Churn
3,4,3,3,3,3,5,5,4,0,0,Churn
4,4,4,2,5,5,5,5,5,11,8,Not churn
4,4,4,3,4,3,4,2,3,0,0,Churn
3,3,3,2,4,3,3,3,3,0,0,Not churn
4,5,4,5,4,5,5,5,3,21,29,Churn
5,5,5,5,5,5,4,5,5,0,13,Not churn
1,1,1,1,1,1,1,4,5,0,0,Churn
2,2,2,4,2,4,5,2,5,4,0,Churn
1,1,1,3,4,4,4,4,4,71,54,Not churn
4,4,4,3,4,3,4,5,3,0,0,Churn
3,2,2,3,3,3,4,3,1,24,9,Churn
4,4,4,5,4,5,2,4,3,0,0,Churn
5,5,5,1,2,4,4,5,4,50,37,Not churn
2,4,2,5,5,3,3,2,3,0,0,Churn
3,1,1,3,3,3,3,2,3,0,36,Churn
2,2,2,5,2,5,3,1,4,0,0,Churn
2,4,2,1,2,1,3,4,4,24,30,Churn
3,2,3,1,3,1,3,3,3,0,0,Churn
5,5,5,2,4,4,4,4,4,0,0,Not churn
3,4,4,3,2,3,3,1,4,0,0,Churn
2,0,2,2,2,2,3,3,5,20,0,Churn
3,3,5,3,5,5,5,5,5,0,0,Not churn
2,5,2,4,2,4,5,4,5,0,0,Churn
5,5,5,5,5,5,4,3,5,15,6,Not churn
2,0,2,5,2,5,4,2,3,0,0,Churn
3,3,3,5,3,5,4,2,5,6,4,Churn
3,5,3,4,3,4,4,2,4,0,0,Churn
2,2,2,3,3,3,3,2,3,0,3,Churn
3,4,3,1,3,1,1,5,4,28,31,Churn
2,5,2,2,2,2,2,5,2,0,4,Churn
4,4,4,2,4,3,3,3,3,0,0,Not churn
3,3,4,3,5,4,4,4,4,17,11,Not churn
1,3,1,3,1,3,1,2,4,63,44,Churn
5,5,2,4,5,5,5,5,5,2,11,Not churn
2,1,2,5,2,5,4,4,2,0,10,Churn
4,4,4,1,4,1,4,1,2,26,18,Churn
3,5,3,5,3,5,4,2,5,69,74,Churn
2,2,2,5,5,1,1,3,2,5,1,Not churn
3,1,1,3,3,3,4,1,3,0,0,Churn
4,3,2,2,3,4,4,2,4,0,0,Not churn
2,5,2,5,4,1,1,2,1,0,0,Churn
1,1,1,3,5,5,5,5,5,28,23,Not churn
5,4,4,5,5,5,5,2,5,18,12,Not churn
2,2,2,4,2,4,1,1,4,18,22,Churn
3,4,3,4,3,4,3,3,4,1,3,Churn
3,3,2,5,3,4,4,4,4,0,0,Not churn
4,5,5,4,4,4,1,3,2,0,0,Not churn
3,3,3,5,3,5,5,4,4,3,1,Churn
4,4,4,4,4,4,5,3,5,34,38,Not churn
2,2,2,3,2,3,1,5,2,35,57,Churn
5,5,5,4,5,4,3,5,4,100,97,Not churn
4,1,1,4,4,4,3,4,1,12,2,Not churn
3,5,5,4,5,4,2,5,5,27,12,Churn
2,2,2,1,2,1,5,2,5,0,0,Churn
2,5,2,5,4,5,5,5,5,0,0,Not churn
3,3,3,2,3,2,4,1,4,3,34,Churn
1,4,1,1,1,1,3,3,4,14,6,Churn
0,0,0,4,5,4,4,2,4,0,0,Not churn
1,1,1,5,5,4,2,3,3,131,122,Not churn
5,5,5,3,3,3,3,5,4,0,0,Not churn
4,4,4,5,3,4,4,4,4,0,0,Not churn
5,4,5,4,4,4,3,3,5,7,19,Not churn
2,4,5,4,4,2,2,2,2,0,0,Churn
3,1,1,3,1,3,3,3,3,0,0,Churn
3,4,3,5,4,3,3,3,3,0,0,Churn
5,2,5,3,4,5,5,5,5,0,0,Not churn
0,4,0,4,0,4,3,3,4,0,0,Not churn
5,5,5,4,4,4,4,4,5,0,1,Not churn
3,4,3,2,3,2,3,5,5,0,0,Churn
3,3,3,3,4,3,3,3,3,0,11,Not churn
5,0,5,4,0,4,4,3,5,0,0,Not churn
3,4,3,3,3,3,3,3,3,7,0,Churn
2,5,2,1,5,1,1,2,1,0,0,Churn
2,2,2,5,2,2,2,2,2,0,0,Churn
5,5,5,4,5,4,4,4,4,0,0,Not churn
1,5,0,0,3,3,1,3,5,150,155,Churn
1,1,1,2,5,4,4,4,4,1,0,Not churn
3,4,3,3,3,3,3,5,4,7,0,Churn
2,2,2,1,4,2,2,2,2,17,17,Churn
3,5,3,3,4,5,3,5,4,211,187,Churn
2,2,2,1,2,1,2,1,3,85,70,Churn
2,5,4,2,2,2,2,1,3,27,35,Churn
5,5,5,2,5,5,5,5,5,0,0,Not churn
4,0,4,2,4,2,1,4,4,0,0,Churn
1,5,1,5,5,2,2,1,2,0,0,Churn
3,3,3,5,4,5,5,5,5,7,0,Not churn
4,4,3,3,3,3,4,2,5,0,0,Not churn
2,2,5,2,2,2,3,1,3,31,30,Churn
3,5,3,4,3,4,4,5,4,0,0,Churn
1,1,1,5,5,5,2,4,3,0,0,Not churn
3,4,4,3,3,3,3,3,3,24,6,Churn
3,2,2,3,3,3,4,2,5,0,0,Not churn
2,3,2,4,2,4,4,2,1,0,0,Churn
3,3,3,4,4,4,2,1,1,0,0,Not churn
4,4,4,5,5,5,5,5,5,48,41,Not churn
1,2,2,3,2,1,1,1,1,0,7,Churn
2,2,3,3,4,4,4,4,4,0,0,Not churn
4,3,2,4,4,4,3,1,1,0,0,Not churn
1,1,5,3,4,2,2,2,2,3,0,Not churn
3,4,3,4,3,4,4,3,5,0,0,Churn
3,5,3,1,3,1,3,4,4,0,0,Churn
2,5,2,3,5,4,4,2,4,82,67,Churn
1,1,1,1,2,4,4,4,4,5,0,Not churn
3,5,5,3,3,3,3,5,4,1,1,Churn
3,2,2,3,3,3,3,3,4,0,0,Churn
5,5,5,2,5,5,5,5,5,0,4,Not churn
2,4,2,1,2,1,4,4,4,0,0,Churn
3,3,3,5,4,5,5,5,5,21,15,Not churn
4,1,1,4,5,4,1,3,2,0,0,Not churn
3,5,3,1,3,1,3,2,5,0,0,Churn
0,5,0,4,0,4,4,3,4,0,0,Not churn
1,1,1,5,1,5,3,5,4,0,0,Churn
3,4,4,2,5,3,3,3,3,51,43,Not churn
4,4,4,3,4,5,5,4,5,15,0,Churn
0,4,0,2,0,2,4,2,5,0,0,Not churn
3,2,3,2,3,2,4,2,4,9,8,Churn
2,4,2,3,2,3,4,3,5,0,0,Churn
3,4,3,5,5,3,3,3,3,0,0,Churn
1,1,1,3,1,3,1,3,5,13,0,Churn
3,3,3,5,3,5,1,3,1,0,0,Churn
1,1,4,2,4,5,5,4,5,0,0,Not churn
4,4,4,3,5,4,4,4,4,0,0,Not churn
4,4,4,5,4,4,4,4,4,43,35,Not churn
1,3,1,3,1,3,1,1,2,0,0,Churn
2,2,2,3,5,4,4,4,4,0,0,Not churn
2,2,2,2,2,2,4,3,4,2,5,Churn
1,3,1,2,1,2,3,3,3,9,10,Churn
